Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_20_80,VPWR,li1,43.0100,68.0000,1.799958
FILLER_20_77,VPWR,li1,41.6300,68.0000,1.799958
FILLER_20_55,VPWR,li1,31.5100,68.0000,1.799969
FILLER_20_52,VPWR,li1,30.1300,68.0000,1.799972
FILLER_20_49,VPWR,li1,28.7500,68.0000,1.799972
FILLER_20_41,VPWR,li1,24.8400,68.0000,1.799976
FILLER_20_19,VPWR,li1,14.4900,68.0000,1.799980
FILLER_20_16,VPWR,li1,13.5700,68.0000,1.799979
FILLER_19_181,VPWR,li1,89.0100,62.5600,1.799947
FILLER_19_137,VPWR,li1,68.7700,62.5600,1.799952
FILLER_19_113,VPWR,li1,57.7300,62.5600,1.799956
FILLER_19_96,VPWR,li1,50.3700,62.5600,1.799961
FILLER_19_93,VPWR,li1,48.9900,62.5600,1.799961
FILLER_19_78,VPWR,li1,41.8600,62.5600,1.799966
FILLER_19_70,VPWR,li1,37.9500,62.5600,1.799969
FILLER_19_67,VPWR,li1,37.0300,62.5600,1.799971
FILLER_19_64,VPWR,li1,35.6500,62.5600,1.799971
FILLER_19_43,VPWR,li1,25.9900,62.5600,1.799981
FILLER_19_40,VPWR,li1,24.6100,62.5600,1.799981
FILLER_19_11,VPWR,li1,11.0400,62.5600,1.799983
FILLER_18_180,VPWR,li1,88.7800,62.5600,1.799947
FILLER_18_157,VPWR,li1,77.9700,62.5600,1.799949
FILLER_18_134,VPWR,li1,67.3900,62.5600,1.799952
FILLER_18_131,VPWR,li1,66.4700,62.5600,1.799952
FILLER_18_128,VPWR,li1,65.0900,62.5600,1.799952
FILLER_18_118,VPWR,li1,60.4900,62.5600,1.799955
FILLER_18_115,VPWR,li1,59.1100,62.5600,1.799955
FILLER_18_98,VPWR,li1,51.2900,62.5600,1.799959
FILLER_18_88,VPWR,li1,46.4600,62.5600,1.799962
FILLER_18_85,VPWR,li1,45.3100,62.5600,1.799964
FILLER_18_83,VPWR,li1,43.9300,62.5600,1.799964
FILLER_18_80,VPWR,li1,43.0100,62.5600,1.799966
FILLER_18_70,VPWR,li1,38.1800,62.5600,1.799969
FILLER_18_67,VPWR,li1,37.0300,62.5600,1.799971
FILLER_18_43,VPWR,li1,25.5300,62.5600,1.799981
FILLER_18_40,VPWR,li1,24.6100,62.5600,1.799981
FILLER_18_32,VPWR,li1,20.4700,62.5600,1.799985
FILLER_18_29,VPWR,li1,19.5500,62.5600,1.799984
FILLER_18_26,VPWR,li1,17.9400,62.5600,1.799984
FILLER_17_181,VPWR,li1,89.0100,57.1200,1.799934
FILLER_17_178,VPWR,li1,88.0900,57.1200,1.799934
FILLER_17_138,VPWR,li1,69.2300,57.1200,1.799940
FILLER_17_135,VPWR,li1,68.3100,57.1200,1.799940
FILLER_17_113,VPWR,li1,58.1900,57.1200,1.799946
FILLER_17_109,VPWR,li1,56.3500,57.1200,1.799947
FILLER_17_100,VPWR,li1,51.9800,57.1200,1.799950
FILLER_17_97,VPWR,li1,50.8300,57.1200,1.799952
FILLER_17_81,VPWR,li1,43.2400,57.1200,1.799958
FILLER_17_60,VPWR,li1,33.8100,57.1200,1.799968
FILLER_17_57,VPWR,li1,32.4300,57.1200,1.799968
FILLER_17_53,VPWR,li1,30.5900,57.1200,1.799970
FILLER_17_44,VPWR,li1,26.4500,57.1200,1.799975
FILLER_17_20,VPWR,li1,14.9500,57.1200,1.799980
FILLER_17_17,VPWR,li1,14.0300,57.1200,1.799980
FILLER_17_3,VPWR,li1,7.1300,57.1200,1.799979
FILLER_16_165,VPWR,li1,81.6500,57.1200,1.799935
FILLER_16_162,VPWR,li1,80.7300,57.1200,1.799935
FILLER_16_137,VPWR,li1,69.2300,57.1200,1.799940
FILLER_16_114,VPWR,li1,58.6500,57.1200,1.799946
FILLER_16_106,VPWR,li1,54.5100,57.1200,1.799949
FILLER_16_85,VPWR,li1,45.3100,57.1200,1.799956
FILLER_16_83,VPWR,li1,43.9300,57.1200,1.799958
FILLER_16_80,VPWR,li1,43.0100,57.1200,1.799958
FILLER_16_71,VPWR,li1,38.4100,57.1200,1.799963
FILLER_16_68,VPWR,li1,37.4900,57.1200,1.799963
FILLER_16_53,VPWR,li1,30.5900,57.1200,1.799970
FILLER_16_27,VPWR,li1,18.1700,57.1200,1.799981
FILLER_15_167,VPWR,li1,82.5700,51.6800,1.799920
FILLER_15_142,VPWR,li1,71.0700,51.6800,1.799926
FILLER_15_131,VPWR,li1,66.0100,51.6800,1.799929
FILLER_15_120,VPWR,li1,61.4100,51.6800,1.799932
FILLER_15_111,VPWR,li1,56.8100,51.6800,1.799935
FILLER_15_82,VPWR,li1,43.9300,51.6800,1.799948
FILLER_15_57,VPWR,li1,31.9700,51.6800,1.799964
FILLER_15_6,VPWR,li1,8.5100,51.6800,1.799978
FILLER_15_3,VPWR,li1,7.5900,51.6800,1.799978
FILLER_14_189,VPWR,li1,92.6900,51.6800,1.799918
FILLER_14_131,VPWR,li1,66.2400,51.6800,1.799929
FILLER_14_112,VPWR,li1,57.2700,51.6800,1.799935
FILLER_14_105,VPWR,li1,54.0500,51.6800,1.799938
FILLER_14_94,VPWR,li1,49.4500,51.6800,1.799944
FILLER_14_91,VPWR,li1,48.0700,51.6800,1.799944
FILLER_14_88,VPWR,li1,46.6900,51.6800,1.799946
FILLER_14_85,VPWR,li1,45.3100,51.6800,1.799948
FILLER_14_82,VPWR,li1,43.7000,51.6800,1.799948
FILLER_14_71,VPWR,li1,38.6400,51.6800,1.799954
FILLER_14_62,VPWR,li1,34.5000,51.6800,1.799959
FILLER_14_29,VPWR,li1,19.0900,51.6800,1.799980
FILLER_13_166,VPWR,li1,82.3400,46.2400,1.799938
FILLER_13_130,VPWR,li1,65.5500,46.2400,1.799944
FILLER_13_101,VPWR,li1,52.6700,46.2400,1.799951
FILLER_13_89,VPWR,li1,47.1500,46.2400,1.799957
FILLER_13_86,VPWR,li1,45.7700,46.2400,1.799957
FILLER_13_39,VPWR,li1,24.1500,46.2400,1.799978
FILLER_13_16,VPWR,li1,13.1100,46.2400,1.799980
FILLER_13_3,VPWR,li1,7.1300,46.2400,1.799979
FILLER_12_181,VPWR,li1,89.0100,46.2400,1.799938
FILLER_12_161,VPWR,li1,79.8100,46.2400,1.799939
FILLER_12_158,VPWR,li1,78.8900,46.2400,1.799939
FILLER_12_131,VPWR,li1,66.2400,46.2400,1.799944
FILLER_12_115,VPWR,li1,58.6500,46.2400,1.799948
FILLER_12_82,VPWR,li1,43.7000,46.2400,1.799958
FILLER_12_27,VPWR,li1,18.1700,46.2400,1.799982
FILLER_11_188,VPWR,li1,92.4600,40.8000,1.799923
FILLER_11_174,VPWR,li1,85.7900,40.8000,1.799924
FILLER_11_158,VPWR,li1,78.6600,40.8000,1.799926
FILLER_11_149,VPWR,li1,74.2900,40.8000,1.799928
FILLER_11_120,VPWR,li1,61.1800,40.8000,1.799938
FILLER_11_117,VPWR,li1,60.0300,40.8000,1.799940
FILLER_11_111,VPWR,li1,56.8100,40.8000,1.799943
FILLER_11_108,VPWR,li1,55.8900,40.8000,1.799943
FILLER_11_101,VPWR,li1,52.2100,40.8000,1.799947
FILLER_11_98,VPWR,li1,51.2900,40.8000,1.799947
FILLER_11_95,VPWR,li1,49.9100,40.8000,1.799949
FILLER_11_92,VPWR,li1,48.5300,40.8000,1.799951
FILLER_11_89,VPWR,li1,47.1500,40.8000,1.799951
FILLER_11_86,VPWR,li1,45.7700,40.8000,1.799953
FILLER_11_83,VPWR,li1,44.3900,40.8000,1.799955
FILLER_11_80,VPWR,li1,43.0100,40.8000,1.799955
FILLER_11_77,VPWR,li1,41.6300,40.8000,1.799957
FILLER_11_60,VPWR,li1,33.3500,40.8000,1.799966
FILLER_11_57,VPWR,li1,32.4300,40.8000,1.799968
FILLER_11_24,VPWR,li1,16.7900,40.8000,1.799980
FILLER_11_3,VPWR,li1,7.1300,40.8000,1.799978
FILLER_10_180,VPWR,li1,88.7800,40.8000,1.799923
FILLER_10_168,VPWR,li1,83.4900,40.8000,1.799924
FILLER_10_141,VPWR,li1,70.8400,40.8000,1.799931
FILLER_10_112,VPWR,li1,57.2700,40.8000,1.799943
FILLER_10_109,VPWR,li1,56.3500,40.8000,1.799943
FILLER_10_106,VPWR,li1,54.9700,40.8000,1.799945
FILLER_10_103,VPWR,li1,53.5900,40.8000,1.799945
FILLER_10_100,VPWR,li1,52.2100,40.8000,1.799947
FILLER_10_97,VPWR,li1,50.8300,40.8000,1.799949
FILLER_10_94,VPWR,li1,49.4500,40.8000,1.799949
FILLER_10_91,VPWR,li1,48.0700,40.8000,1.799951
FILLER_10_88,VPWR,li1,46.6900,40.8000,1.799953
FILLER_10_85,VPWR,li1,45.3100,40.8000,1.799953
FILLER_10_83,VPWR,li1,43.9300,40.8000,1.799955
FILLER_10_80,VPWR,li1,43.0100,40.8000,1.799955
FILLER_10_72,VPWR,li1,39.1000,40.8000,1.799960
FILLER_10_69,VPWR,li1,37.9500,40.8000,1.799960
FILLER_10_66,VPWR,li1,36.5700,40.8000,1.799964
FILLER_10_63,VPWR,li1,35.1900,40.8000,1.799964
FILLER_10_60,VPWR,li1,33.8100,40.8000,1.799966
FILLER_10_32,VPWR,li1,20.4700,40.8000,1.799982
FILLER_10_29,VPWR,li1,19.5500,40.8000,1.799981
FILLER_10_25,VPWR,li1,17.7100,40.8000,1.799980
FILLER_10_11,VPWR,li1,10.8100,40.8000,1.799979
FILLER_9_167,VPWR,li1,82.5700,35.3600,1.799918
FILLER_9_164,VPWR,li1,81.6500,35.3600,1.799918
FILLER_9_110,VPWR,li1,56.5800,35.3600,1.799936
FILLER_9_107,VPWR,li1,55.4300,35.3600,1.799938
FILLER_9_104,VPWR,li1,54.0500,35.3600,1.799938
FILLER_9_97,VPWR,li1,50.6000,35.3600,1.799943
FILLER_9_94,VPWR,li1,49.4500,35.3600,1.799943
FILLER_9_91,VPWR,li1,48.0700,35.3600,1.799946
FILLER_9_88,VPWR,li1,46.6900,35.3600,1.799946
FILLER_9_68,VPWR,li1,37.4900,35.3600,1.799958
FILLER_9_65,VPWR,li1,36.1100,35.3600,1.799961
FILLER_9_62,VPWR,li1,34.7300,35.3600,1.799961
FILLER_9_53,VPWR,li1,30.5900,35.3600,1.799967
FILLER_9_11,VPWR,li1,10.8100,35.3600,1.799976
FILLER_8_188,VPWR,li1,92.4600,35.3600,1.799916
FILLER_8_161,VPWR,li1,79.8100,35.3600,1.799919
FILLER_8_144,VPWR,li1,71.9900,35.3600,1.799924
FILLER_8_141,VPWR,li1,71.0700,35.3600,1.799924
FILLER_8_114,VPWR,li1,58.1900,35.3600,1.799934
FILLER_8_85,VPWR,li1,44.8500,35.3600,1.799950
FILLER_8_81,VPWR,li1,43.4700,35.3600,1.799950
FILLER_8_71,VPWR,li1,38.8700,35.3600,1.799958
FILLER_8_68,VPWR,li1,37.4900,35.3600,1.799958
FILLER_8_44,VPWR,li1,25.9900,35.3600,1.799975
FILLER_8_29,VPWR,li1,19.3200,35.3600,1.799978
FILLER_8_3,VPWR,li1,7.3600,35.3600,1.799976
FILLER_7_181,VPWR,li1,89.0100,29.9200,1.799922
FILLER_7_169,VPWR,li1,83.9500,29.9200,1.799923
FILLER_7_166,VPWR,li1,82.3400,29.9200,1.799923
FILLER_7_147,VPWR,li1,73.3700,29.9200,1.799927
FILLER_7_144,VPWR,li1,72.4500,29.9200,1.799927
FILLER_7_113,VPWR,li1,57.9600,29.9200,1.799935
FILLER_7_93,VPWR,li1,48.7600,29.9200,1.799943
FILLER_7_90,VPWR,li1,47.6100,29.9200,1.799945
FILLER_7_87,VPWR,li1,46.2300,29.9200,1.799945
FILLER_7_72,VPWR,li1,39.1000,29.9200,1.799955
FILLER_7_69,VPWR,li1,37.9500,29.9200,1.799955
FILLER_7_46,VPWR,li1,27.3700,29.9200,1.799968
FILLER_7_3,VPWR,li1,7.1300,29.9200,1.799974
FILLER_6_189,VPWR,li1,92.6900,29.9200,1.799922
FILLER_6_186,VPWR,li1,91.7700,29.9200,1.799922
FILLER_6_151,VPWR,li1,75.2100,29.9200,1.799926
FILLER_6_141,VPWR,li1,71.0700,29.9200,1.799928
FILLER_6_92,VPWR,li1,48.0700,29.9200,1.799943
FILLER_6_69,VPWR,li1,37.9500,29.9200,1.799955
FILLER_6_32,VPWR,li1,20.4700,29.9200,1.799979
FILLER_6_29,VPWR,li1,19.5500,29.9200,1.799977
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.799977
FILLER_5_70,VPWR,li1,38.1800,24.4800,1.799957
FILLER_5_50,VPWR,li1,28.7500,24.4800,1.799969
FILLER_5_3,VPWR,li1,7.3600,24.4800,1.799980
FILLER_4_168,VPWR,li1,83.0300,24.4800,1.799917
FILLER_4_144,VPWR,li1,71.9900,24.4800,1.799924
FILLER_4_141,VPWR,li1,71.0700,24.4800,1.799925
FILLER_4_124,VPWR,li1,63.0200,24.4800,1.799930
FILLER_4_83,VPWR,li1,43.9300,24.4800,1.799949
FILLER_4_73,VPWR,li1,39.7900,24.4800,1.799954
FILLER_4_65,VPWR,li1,35.6500,24.4800,1.799960
FILLER_4_36,VPWR,li1,22.3100,24.4800,1.799979
FILLER_4_18,VPWR,li1,14.4900,24.4800,1.799980
FILLER_4_3,VPWR,li1,7.1300,24.4800,1.799980
FILLER_3_188,VPWR,li1,92.4600,19.0400,1.799909
FILLER_3_126,VPWR,li1,63.7100,19.0400,1.799920
FILLER_3_118,VPWR,li1,60.0300,19.0400,1.799924
FILLER_3_102,VPWR,li1,53.1300,19.0400,1.799931
FILLER_3_93,VPWR,li1,48.7600,19.0400,1.799936
FILLER_3_82,VPWR,li1,43.7000,19.0400,1.799942
FILLER_3_65,VPWR,li1,36.1100,19.0400,1.799952
FILLER_3_33,VPWR,li1,21.3900,19.0400,1.799978
FILLER_2_157,VPWR,li1,78.2000,19.0400,1.799912
FILLER_2_125,VPWR,li1,63.4800,19.0400,1.799922
FILLER_2_92,VPWR,li1,48.3000,19.0400,1.799936
FILLER_2_80,VPWR,li1,42.5500,19.0400,1.799944
FILLER_2_51,VPWR,li1,29.2100,19.0400,1.799965
FILLER_2_29,VPWR,li1,19.0900,19.0400,1.799977
FILLER_2_25,VPWR,li1,17.7100,19.0400,1.799977
FILLER_1_188,VPWR,li1,92.4600,13.6000,1.799896
FILLER_1_174,VPWR,li1,85.7900,13.6000,1.799896
FILLER_1_130,VPWR,li1,65.5500,13.6000,1.799906
FILLER_1_113,VPWR,li1,57.7300,13.6000,1.799914
FILLER_1_102,VPWR,li1,52.9000,13.6000,1.799919
FILLER_1_57,VPWR,li1,32.4300,13.6000,1.799953
FILLER_1_32,VPWR,li1,20.9300,13.6000,1.799974
FILLER_0_167,VPWR,li1,82.5700,13.6000,1.799897
FILLER_0_149,VPWR,li1,74.2900,13.6000,1.799900
FILLER_0_139,VPWR,li1,69.6900,13.6000,1.799903
FILLER_0_120,VPWR,li1,61.4100,13.6000,1.799910
FILLER_0_57,VPWR,li1,32.2000,13.6000,1.799953
fanout130,VPWR,li1,73.1400,51.6800,1.799924
fanout129,VPWR,li1,80.0400,46.2400,1.799939
load_slew128,VPWR,li1,58.4200,40.8000,1.799940
fanout127,VPWR,li1,55.2000,46.2400,1.799950
fanout126,VPWR,li1,51.9800,51.6800,1.799940
fanout125,VPWR,li1,90.6200,51.6800,1.799918
fanout124,VPWR,li1,77.7400,35.3600,1.799920
fanout123,VPWR,li1,48.7600,62.5600,1.799961
fanout122,VPWR,li1,52.9000,35.3600,1.799940
fanout121,VPWR,li1,79.1200,35.3600,1.799920
fanout120,VPWR,li1,21.6200,46.2400,1.799983
fanout119,VPWR,li1,63.9400,46.2400,1.799944
fanout118,VPWR,li1,76.8200,51.6800,1.799922
fanout117,VPWR,li1,77.2800,40.8000,1.799927
fanout116,VPWR,li1,50.6000,84.3200,1.799926
fanout115,VPWR,li1,40.4800,57.1200,1.799960
max_cap114,VPWR,li1,70.3800,57.1200,1.799939
fanout113,VPWR,li1,76.3600,40.8000,1.799927
fanout112,VPWR,li1,80.9600,40.8000,1.799925
fanout111,VPWR,li1,34.9600,35.3600,1.799961
fanout110,VPWR,li1,63.4800,46.2400,1.799944
fanout109,VPWR,li1,41.4000,51.6800,1.799951
fanout108,VPWR,li1,72.2200,40.8000,1.799929
max_cap107,VPWR,li1,70.3800,13.6000,1.799903
max_cap106,VPWR,li1,56.1200,29.9200,1.799936
max_cap105,VPWR,li1,14.2600,13.6000,1.799971
max_cap104,VPWR,li1,11.9600,35.3600,1.799976
max_cap103,VPWR,li1,17.4800,51.6800,1.799980
max_cap102,VPWR,li1,19.7800,57.1200,1.799982
output101,VPWR,li1,8.7400,13.6000,1.799970
output100,VPWR,li1,33.5800,19.0400,1.799956
output99,VPWR,li1,44.6200,13.6000,1.799930
output98,VPWR,li1,67.6200,13.6000,1.799904
output97,VPWR,li1,72.2200,19.0400,1.799914
output96,VPWR,li1,55.2000,13.6000,1.799916
output95,VPWR,li1,91.0800,24.4800,1.799915
output94,VPWR,li1,87.4000,35.3600,1.799916
output93,VPWR,li1,91.0800,51.6800,1.799918
output92,VPWR,li1,87.4000,24.4800,1.799916
output91,VPWR,li1,87.4000,68.0000,1.799931
output90,VPWR,li1,91.0800,73.4400,1.799928
output89,VPWR,li1,47.3800,84.3200,1.799930
output88,VPWR,li1,75.9000,84.3200,1.799902
output87,VPWR,li1,91.0800,84.3200,1.799898
output86,VPWR,li1,75.9000,84.3200,1.799902
output85,VPWR,li1,38.6400,84.3200,1.799944
output84,VPWR,li1,28.9800,84.3200,1.799961
output83,VPWR,li1,12.4200,78.8800,1.799981
output82,VPWR,li1,12.4200,68.0000,1.799979
output81,VPWR,li1,85.1000,13.6000,1.799896
output80,VPWR,li1,8.7400,57.1200,1.799979
output79,VPWR,li1,55.2000,84.3200,1.799920
output78,VPWR,li1,51.0600,84.3200,1.799926
output77,VPWR,li1,80.9600,40.8000,1.799925
output76,VPWR,li1,8.7400,46.2400,1.799979
output75,VPWR,li1,8.7400,62.5600,1.799982
output74,VPWR,li1,8.7400,40.8000,1.799978
output73,VPWR,li1,8.7400,29.9200,1.799974
output72,VPWR,li1,18.4000,35.3600,1.799978
output71,VPWR,li1,12.4200,29.9200,1.799975
output70,VPWR,li1,79.5800,29.9200,1.799924
output69,VPWR,li1,81.8800,46.2400,1.799938
input68,VPWR,li1,86.4800,19.0400,1.799910
input67,VPWR,li1,91.0800,46.2400,1.799937
input66,VPWR,li1,83.7200,57.1200,1.799935
input65,VPWR,li1,83.2600,51.6800,1.799920
input64,VPWR,li1,8.7400,19.0400,1.799975
input63,VPWR,li1,23.0000,13.6000,1.799970
input62,VPWR,li1,40.9400,13.6000,1.799936
input61,VPWR,li1,42.3200,13.6000,1.799936
input60,VPWR,li1,72.2200,13.6000,1.799901
input59,VPWR,li1,55.2000,13.6000,1.799916
input58,VPWR,li1,91.0800,24.4800,1.799915
input57,VPWR,li1,91.0800,29.9200,1.799922
input56,VPWR,li1,91.0800,57.1200,1.799934
input55,VPWR,li1,87.4000,24.4800,1.799916
input54,VPWR,li1,91.0800,62.5600,1.799947
input53,VPWR,li1,91.0800,68.0000,1.799930
input52,VPWR,li1,47.8400,78.8800,1.799960
input51,VPWR,li1,64.8600,84.3200,1.799911
input50,VPWR,li1,85.1000,84.3200,1.799899
input49,VPWR,li1,87.4000,78.8800,1.799945
input48,VPWR,li1,38.1800,84.3200,1.799944
input47,VPWR,li1,21.6200,84.3200,1.799976
input46,VPWR,li1,8.7400,78.8800,1.799981
input45,VPWR,li1,12.8800,73.4400,1.799982
input44,VPWR,li1,75.9000,19.0400,1.799912
